Numéro Étudiant,Nom,Prénom,Age,Filière,Email
ST21413,Bertrand,Alice,23,Entrepreneuriat,alice.bertrand@student.edu
ST21502,Lefevre,Chloé,24,Marketing Digital,chloé.lefevre@student.edu
ST24723,Faure,Evelyn,32,Marketing Digital,evelyn.faure@student.edu
ST24949,Johnson,James,35,Management International,james.johnson@student.edu
ST23140,Bonnet,William,29,Marketing Digital,william.bonnet@student.edu
ST29072,Bonnet,Adam,18,Management International,adam.bonnet@student.edu
ST29804,Richard,Evelyn,30,Entrepreneuriat,evelyn.richard@student.edu
ST21855,Faure,Inès,26,Entrepreneuriat,inès.faure@student.edu
ST24321,Dubois,Henry,19,Data Science,henry.dubois@student.edu
ST28148,Brown,Charlotte,29,Marketing Digital,charlotte.brown@student.edu
ST28007,Robert,Inès,32,Innovation Technologique,inès.robert@student.edu
ST28587,Petit,Ethan,32,Marketing Digital,ethan.petit@student.edu
ST25833,Moore,Arthur,24,Marketing Digital,arthur.moore@student.edu
ST20517,Andre,Abigail,31,Entrepreneuriat,abigail.andre@student.edu
ST25138,Faure,Harper,18,Innovation Technologique,harper.faure@student.edu
ST20015,Garnier,Abigail,33,Commerce International,abigail.garnier@student.edu
ST29704,Taylor,William,31,Intelligence Artificielle,william.taylor@student.edu
ST25186,Roux,Liam,19,Management International,liam.roux@student.edu
ST29638,François,Sarah,24,Innovation Technologique,sarah.françois@student.edu
ST27196,Laurent,Lucas,19,Data Science,lucas.laurent@student.edu
ST24499,Taylor,Emma,21,Management International,emma.taylor@student.edu
ST25056,Simon,Ethan,25,Business,ethan.simon@student.edu
ST21672,Moreau,Charlotte,31,Commerce International,charlotte.moreau@student.edu
ST21484,Garnier,Mia,26,Commerce International,mia.garnier@student.edu
ST29570,François,Louis,26,Finance,louis.françois@student.edu
ST23473,Moore,Manon,26,Management International,manon.moore@student.edu
ST20005,Durand,Evelyn,27,Business,evelyn.durand@student.edu
ST20756,Faure,Theodore,19,Business,theodore.faure@student.edu
ST27928,Garnier,Arthur,25,Cybersécurité,arthur.garnier@student.edu
ST26665,Lefevre,Liam,22,Data Science,liam.lefevre@student.edu
ST22442,Petit,Clara,21,Entrepreneuriat,clara.petit@student.edu
ST24556,Girard,Mia,26,Data Science,mia.girard@student.edu
ST28058,Faure,Charlotte,34,Innovation Technologique,charlotte.faure@student.edu
ST27327,Dubois,Sofia,24,Management International,sofia.dubois@student.edu
ST25551,Legrand,Theodore,27,Innovation Technologique,theodore.legrand@student.edu
ST28358,Laurent,Isabella,19,Entrepreneuriat,isabella.laurent@student.edu
ST23156,Moreau,Lucas,35,Finance,lucas.moreau@student.edu
ST20914,Laurent,Hugo,34,Entrepreneuriat,hugo.laurent@student.edu
ST27071,Jones,Olivia,26,Intelligence Artificielle,olivia.jones@student.edu
ST28622,Brown,Sophia,18,Business,sophia.brown@student.edu
ST24125,Bernard,Louis,29,Data Science,louis.bernard@student.edu
ST29700,Legrand,Jack,27,Data Science,jack.legrand@student.edu
ST25831,Taylor,Arthur,24,Entrepreneuriat,arthur.taylor@student.edu
ST22096,Fournier,Ethan,35,Business,ethan.fournier@student.edu
ST21078,Garcia,Lucas,26,Cybersécurité,lucas.garcia@student.edu
ST25675,Johnson,Mia,33,Intelligence Artificielle,mia.johnson@student.edu
ST21568,Petit,Sofia,24,Cybersécurité,sofia.petit@student.edu
ST29636,Garnier,Sofia,23,Cybersécurité,sofia.garnier@student.edu
ST29509,Robert,Nathan,18,Business,nathan.robert@student.edu
ST28611,Laurent,Elijah,23,Business,elijah.laurent@student.edu
ST25717,Lefevre,Sophia,21,Finance,sophia.lefevre@student.edu
ST22397,Girard,Oliver,28,Management International,oliver.girard@student.edu
ST28130,Lefebvre,Léa,28,Cybersécurité,léa.lefebvre@student.edu
ST26170,Lefevre,Hugo,28,Finance,hugo.lefevre@student.edu
ST23302,Andre,Charlotte,18,Data Science,charlotte.andre@student.edu
ST28583,Fournier,Gabriel,18,Intelligence Artificielle,gabriel.fournier@student.edu
ST22166,Martinez,Sophia,33,Entrepreneuriat,sophia.martinez@student.edu
ST25776,Davis,Ethan,20,Innovation Technologique,ethan.davis@student.edu
ST25511,Girard,Adam,30,Finance,adam.girard@student.edu
ST28402,Davis,Camille,18,Business,camille.davis@student.edu
ST27735,Brown,Olivia,29,Entrepreneuriat,olivia.brown@student.edu
ST28314,Anderson,Léo,32,Intelligence Artificielle,léo.anderson@student.edu
ST26015,Thomas,Louise,29,Marketing Digital,louise.thomas@student.edu
ST29079,Williams,Chloé,20,Innovation Technologique,chloé.williams@student.edu
ST24928,Jones,Henry,31,Finance,henry.jones@student.edu
ST29050,Richard,Arthur,32,Intelligence Artificielle,arthur.richard@student.edu
ST24658,Taylor,Gabriel,30,Commerce International,gabriel.taylor@student.edu
ST27964,Brown,Hugo,33,Management International,hugo.brown@student.edu
ST24980,Lefevre,Camille,33,Cybersécurité,camille.lefevre@student.edu
ST26798,Faure,Jack,18,Commerce International,jack.faure@student.edu
ST24291,Brown,Elijah,28,Marketing Digital,elijah.brown@student.edu
ST29689,Lefevre,Inès,28,Entrepreneuriat,inès.lefevre@student.edu
ST27440,Davis,Camille,23,Intelligence Artificielle,camille.davis@student.edu
ST28440,Mercier,Louis,23,Commerce International,louis.mercier@student.edu
ST20274,Martinez,Liam,19,Finance,liam.martinez@student.edu
ST23830,Mercier,Gabriel,20,Marketing Digital,gabriel.mercier@student.edu
ST26204,Bonnet,Elijah,32,Finance,elijah.bonnet@student.edu
ST21053,Anderson,Inès,26,Commerce International,inès.anderson@student.edu
ST21809,Vincent,Abigail,33,Cybersécurité,abigail.vincent@student.edu
ST22175,Fournier,Sophia,28,Business,sophia.fournier@student.edu
ST22961,Anderson,Nathan,32,Innovation Technologique,nathan.anderson@student.edu
ST23767,Miller,Inès,22,Business,inès.miller@student.edu
ST26353,Dubois,Abigail,20,Innovation Technologique,abigail.dubois@student.edu
ST26384,François,Harper,34,Marketing Digital,harper.françois@student.edu
ST24272,Miller,Oliver,23,Data Science,oliver.miller@student.edu
ST23696,Williams,Léo,26,Entrepreneuriat,léo.williams@student.edu
ST24925,Michel,Arthur,35,Business,arthur.michel@student.edu
ST27695,Anderson,Ethan,26,Data Science,ethan.anderson@student.edu
ST29855,Martin,Isabella,26,Innovation Technologique,isabella.martin@student.edu
ST20017,Lefebvre,Sofia,22,Intelligence Artificielle,sofia.lefebvre@student.edu
ST23978,Durand,Camille,26,Intelligence Artificielle,camille.durand@student.edu
ST21648,Morel,Jules,25,Intelligence Artificielle,jules.morel@student.edu
ST27614,Bertrand,Sarah,29,Business,sarah.bertrand@student.edu
ST21123,Wilson,Jules,21,Management International,jules.wilson@student.edu
ST21098,Roux,Lucas,25,Business,lucas.roux@student.edu
ST28310,Miller,Ethan,34,Cybersécurité,ethan.miller@student.edu
ST22264,Dubois,Olivia,23,Entrepreneuriat,olivia.dubois@student.edu
ST20095,Andre,James,20,Finance,james.andre@student.edu
ST29770,Vincent,William,35,Business,william.vincent@student.edu
ST26027,Simon,Clara,25,Management International,clara.simon@student.edu
ST27388,Simon,Isabella,28,Business,isabella.simon@student.edu
ST27038,Michel,Arthur,26,Business,arthur.michel@student.edu
ST28231,Michel,Theodore,27,Intelligence Artificielle,theodore.michel@student.edu
ST23322,Morel,Emma,27,Finance,emma.morel@student.edu
ST28724,Michel,Chloé,20,Data Science,chloé.michel@student.edu
ST29838,Robert,Arthur,28,Management International,arthur.robert@student.edu
ST24590,Mercier,Alice,28,Intelligence Artificielle,alice.mercier@student.edu
ST20156,Bernard,Jules,26,Entrepreneuriat,jules.bernard@student.edu
ST27093,Johnson,Lucas,22,Entrepreneuriat,lucas.johnson@student.edu
ST27562,Girard,William,29,Marketing Digital,william.girard@student.edu
ST23762,Martin,Lucas,19,Commerce International,lucas.martin@student.edu
ST22403,Moreau,Olivia,27,Data Science,olivia.moreau@student.edu
ST23413,Wilson,Evelyn,32,Data Science,evelyn.wilson@student.edu
ST29224,François,Charlotte,20,Commerce International,charlotte.françois@student.edu
ST27072,Johnson,Camille,20,Innovation Technologique,camille.johnson@student.edu
ST21389,Roux,Sophia,21,Cybersécurité,sophia.roux@student.edu
ST27357,Robert,Olivia,20,Innovation Technologique,olivia.robert@student.edu
ST29732,Bonnet,Harper,19,Business,harper.bonnet@student.edu
ST27590,Bonnet,Elijah,35,Finance,elijah.bonnet@student.edu
ST22666,Bertrand,Elijah,25,Management International,elijah.bertrand@student.edu
ST28763,Simon,Léo,20,Cybersécurité,léo.simon@student.edu
ST22287,Laurent,Clara,26,Entrepreneuriat,clara.laurent@student.edu
ST26895,Brown,Manon,18,Business,manon.brown@student.edu
ST20035,Lefevre,Léo,18,Data Science,léo.lefevre@student.edu
ST28947,Johnson,William,25,Innovation Technologique,william.johnson@student.edu
ST29157,Simon,Ethan,22,Marketing Digital,ethan.simon@student.edu
ST21362,Wilson,Evelyn,18,Commerce International,evelyn.wilson@student.edu
ST26596,Thomas,Alice,29,Commerce International,alice.thomas@student.edu
ST23729,Legrand,Léo,34,Cybersécurité,léo.legrand@student.edu
ST28896,Andre,Harper,32,Business,harper.andre@student.edu
ST25491,Brown,William,34,Business,william.brown@student.edu
ST23499,Thomas,Camille,24,Marketing Digital,camille.thomas@student.edu
ST20479,Michel,Adam,29,Innovation Technologique,adam.michel@student.edu
ST27141,Bonnet,Evelyn,30,Intelligence Artificielle,evelyn.bonnet@student.edu
ST20209,Taylor,Oliver,25,Business,oliver.taylor@student.edu
ST20753,Miller,Camille,27,Innovation Technologique,camille.miller@student.edu
ST26721,Richard,Abigail,21,Entrepreneuriat,abigail.richard@student.edu
ST24783,Fournier,James,30,Business,james.fournier@student.edu
ST28662,Robert,Jules,34,Finance,jules.robert@student.edu
ST26850,Bernard,Lucas,23,Business,lucas.bernard@student.edu
ST25040,Petit,Sofia,30,Marketing Digital,sofia.petit@student.edu
ST27016,Richard,Ethan,22,Finance,ethan.richard@student.edu
ST25512,Fournier,Sofia,30,Commerce International,sofia.fournier@student.edu
ST27269,Simon,Clara,32,Marketing Digital,clara.simon@student.edu
ST24558,Garnier,Jules,22,Data Science,jules.garnier@student.edu
ST29565,Williams,Manon,22,Innovation Technologique,manon.williams@student.edu
ST25706,Thomas,Mia,23,Data Science,mia.thomas@student.edu
ST21368,Taylor,Louis,29,Finance,louis.taylor@student.edu
ST23211,Martin,Jules,23,Commerce International,jules.martin@student.edu
ST29355,Lefevre,Amelia,33,Innovation Technologique,amelia.lefevre@student.edu
ST25861,Davis,Chloé,22,Management International,chloé.davis@student.edu
ST29188,Fournier,Evelyn,19,Marketing Digital,evelyn.fournier@student.edu
ST24972,Martin,Noah,32,Innovation Technologique,noah.martin@student.edu
ST24458,Williams,Elijah,28,Finance,elijah.williams@student.edu
ST28063,Jones,James,29,Business,james.jones@student.edu
ST26433,Brown,Lucas,29,Finance,lucas.brown@student.edu
ST28590,Faure,Amelia,34,Intelligence Artificielle,amelia.faure@student.edu
ST26626,Faure,Harper,26,Innovation Technologique,harper.faure@student.edu
ST26671,Bonnet,Sophia,25,Data Science,sophia.bonnet@student.edu
ST26354,Moreau,Camille,22,Management International,camille.moreau@student.edu
ST25779,Robert,Jules,30,Commerce International,jules.robert@student.edu
ST20254,Mercier,Inès,23,Innovation Technologique,inès.mercier@student.edu
ST26983,Garcia,Amelia,35,Innovation Technologique,amelia.garcia@student.edu
ST21025,David,Nathan,25,Business,nathan.david@student.edu
ST26267,Lefevre,Liam,35,Finance,liam.lefevre@student.edu
ST23095,Durand,Camille,22,Cybersécurité,camille.durand@student.edu
ST28175,Andre,Léa,34,Commerce International,léa.andre@student.edu
ST28362,Durand,Sophia,26,Cybersécurité,sophia.durand@student.edu
ST20781,Anderson,Camille,31,Data Science,camille.anderson@student.edu
ST25850,Dubois,Abigail,27,Intelligence Artificielle,abigail.dubois@student.edu
ST25792,Laurent,Oliver,24,Intelligence Artificielle,oliver.laurent@student.edu
ST22665,Bernard,Manon,22,Management International,manon.bernard@student.edu
ST23319,Garnier,Noah,23,Marketing Digital,noah.garnier@student.edu
ST29172,Andre,Oliver,27,Business,oliver.andre@student.edu
ST27509,Lefevre,Elijah,24,Entrepreneuriat,elijah.lefevre@student.edu
ST23278,Faure,Charlotte,21,Commerce International,charlotte.faure@student.edu
ST29648,Roux,Inès,32,Entrepreneuriat,inès.roux@student.edu
ST21934,Garcia,Abigail,21,Management International,abigail.garcia@student.edu
ST21261,Legrand,Amelia,26,Marketing Digital,amelia.legrand@student.edu
ST28283,Williams,Oliver,27,Management International,oliver.williams@student.edu
ST22885,Garnier,Jules,18,Commerce International,jules.garnier@student.edu
ST26990,Laurent,Sophia,29,Finance,sophia.laurent@student.edu
ST20048,Girard,Noah,26,Management International,noah.girard@student.edu
ST24477,Michel,Ethan,18,Finance,ethan.michel@student.edu
ST23403,Johnson,Abigail,20,Finance,abigail.johnson@student.edu
ST20629,Thomas,Abigail,34,Data Science,abigail.thomas@student.edu
ST29495,Thomas,Charlotte,19,Marketing Digital,charlotte.thomas@student.edu
ST27817,Thomas,Manon,24,Finance,manon.thomas@student.edu
ST29039,Martinez,Oliver,22,Data Science,oliver.martinez@student.edu
ST22295,Davis,Amelia,27,Marketing Digital,amelia.davis@student.edu
ST28794,Williams,Olivia,35,Innovation Technologique,olivia.williams@student.edu
ST28038,Wilson,Olivia,34,Marketing Digital,olivia.wilson@student.edu
ST21641,Brown,Charlotte,24,Intelligence Artificielle,charlotte.brown@student.edu
ST25721,Roux,Nathan,24,Cybersécurité,nathan.roux@student.edu
ST22857,Garnier,Harper,28,Intelligence Artificielle,harper.garnier@student.edu
ST26056,Richard,Emma,25,Business,emma.richard@student.edu
ST29062,Laurent,Louise,32,Innovation Technologique,louise.laurent@student.edu
ST27175,Garnier,Noah,33,Marketing Digital,noah.garnier@student.edu
ST22553,François,Sofia,27,Innovation Technologique,sofia.françois@student.edu
ST29527,Mercier,Manon,22,Business,manon.mercier@student.edu
ST23258,Michel,Sarah,18,Business,sarah.michel@student.edu
ST25408,Bonnet,Theodore,29,Management International,theodore.bonnet@student.edu
ST26245,Martin,Arthur,31,Cybersécurité,arthur.martin@student.edu
ST29001,Martinez,Clara,27,Management International,clara.martinez@student.edu
ST27796,Durand,Noah,23,Marketing Digital,noah.durand@student.edu
ST27728,Simon,Sarah,20,Management International,sarah.simon@student.edu
ST28720,Bernard,Jules,33,Commerce International,jules.bernard@student.edu
ST28640,Lefebvre,Abigail,33,Marketing Digital,abigail.lefebvre@student.edu
ST21408,Johnson,Sofia,31,Intelligence Artificielle,sofia.johnson@student.edu
ST27473,François,Camille,35,Finance,camille.françois@student.edu
ST27961,Dubois,Alice,21,Data Science,alice.dubois@student.edu
ST28924,Faure,Alice,19,Finance,alice.faure@student.edu
ST22538,Fournier,Isabella,23,Management International,isabella.fournier@student.edu
ST29984,Lefebvre,Emma,32,Commerce International,emma.lefebvre@student.edu
ST25460,Davis,Léo,35,Management International,léo.davis@student.edu
ST25668,Simon,Jules,34,Management International,jules.simon@student.edu
ST26623,Michel,Inès,35,Innovation Technologique,inès.michel@student.edu
ST20369,Fournier,Harper,33,Innovation Technologique,harper.fournier@student.edu
ST21472,Taylor,Ethan,26,Finance,ethan.taylor@student.edu
ST21788,Laurent,Nathan,22,Innovation Technologique,nathan.laurent@student.edu
ST29405,Moreau,Chloé,33,Management International,chloé.moreau@student.edu
ST25533,David,Ethan,34,Commerce International,ethan.david@student.edu
ST20939,Bernard,William,21,Entrepreneuriat,william.bernard@student.edu
ST21757,Bertrand,Charlotte,32,Innovation Technologique,charlotte.bertrand@student.edu
ST25778,Vincent,James,35,Innovation Technologique,james.vincent@student.edu
ST24440,Brown,Louise,25,Data Science,louise.brown@student.edu
ST29283,Bernard,Evelyn,30,Data Science,evelyn.bernard@student.edu
ST27018,Michel,Ethan,34,Business,ethan.michel@student.edu
ST23832,Davis,Arthur,32,Innovation Technologique,arthur.davis@student.edu
ST27311,Andre,Louis,25,Cybersécurité,louis.andre@student.edu
ST22548,Vincent,Clara,33,Cybersécurité,clara.vincent@student.edu
ST27258,Lefebvre,Camille,34,Data Science,camille.lefebvre@student.edu
ST20285,Moore,Mia,26,Marketing Digital,mia.moore@student.edu
ST26762,Miller,Harper,24,Commerce International,harper.miller@student.edu
ST23362,David,Jules,19,Business,jules.david@student.edu
ST22913,Laurent,Jules,21,Commerce International,jules.laurent@student.edu
ST25036,Martinez,Jules,24,Intelligence Artificielle,jules.martinez@student.edu
ST20315,Mercier,Amelia,31,Marketing Digital,amelia.mercier@student.edu
ST24478,Bertrand,Charlotte,27,Entrepreneuriat,charlotte.bertrand@student.edu
ST25013,Roux,James,32,Innovation Technologique,james.roux@student.edu
ST21353,Johnson,William,18,Finance,william.johnson@student.edu
ST26723,Moreau,Jack,22,Data Science,jack.moreau@student.edu
ST27599,Vincent,Theodore,35,Cybersécurité,theodore.vincent@student.edu
ST22330,François,Oliver,23,Intelligence Artificielle,oliver.françois@student.edu
ST23328,Bertrand,Theodore,28,Marketing Digital,theodore.bertrand@student.edu
ST28656,Davis,Sofia,30,Data Science,sofia.davis@student.edu
ST20297,Miller,Manon,18,Marketing Digital,manon.miller@student.edu
ST24054,Morel,Oliver,21,Management International,oliver.morel@student.edu
ST23859,François,Abigail,24,Business,abigail.françois@student.edu
ST21958,Taylor,Gabriel,30,Management International,gabriel.taylor@student.edu
ST29738,Bernard,Elijah,21,Intelligence Artificielle,elijah.bernard@student.edu
ST27542,Legrand,Clara,33,Cybersécurité,clara.legrand@student.edu
ST22492,Moreau,Noah,22,Management International,noah.moreau@student.edu
ST27381,Faure,Manon,18,Finance,manon.faure@student.edu
ST23058,Williams,Nathan,23,Entrepreneuriat,nathan.williams@student.edu
ST22046,Taylor,Liam,22,Management International,liam.taylor@student.edu
ST26991,Faure,Hugo,23,Commerce International,hugo.faure@student.edu
ST23853,Jones,Olivia,27,Business,olivia.jones@student.edu
ST29038,Legrand,Manon,30,Innovation Technologique,manon.legrand@student.edu
ST26012,Jones,Sophia,32,Cybersécurité,sophia.jones@student.edu
ST26705,Taylor,Noah,21,Entrepreneuriat,noah.taylor@student.edu
ST21296,Moore,Camille,23,Finance,camille.moore@student.edu
ST28325,Taylor,Adam,23,Cybersécurité,adam.taylor@student.edu
ST20641,Garnier,Henry,29,Intelligence Artificielle,henry.garnier@student.edu
ST20575,Mercier,Louise,29,Innovation Technologique,louise.mercier@student.edu
ST26836,Fournier,Nathan,18,Marketing Digital,nathan.fournier@student.edu
ST29955,Martinez,Liam,23,Finance,liam.martinez@student.edu
ST29511,Morel,Evelyn,31,Management International,evelyn.morel@student.edu
ST22493,Simon,Alice,31,Data Science,alice.simon@student.edu
ST29214,Mercier,Henry,29,Commerce International,henry.mercier@student.edu
ST25361,Girard,Gabriel,32,Cybersécurité,gabriel.girard@student.edu
ST26243,Bertrand,Elijah,26,Intelligence Artificielle,elijah.bertrand@student.edu
ST21017,Faure,Léo,30,Marketing Digital,léo.faure@student.edu
ST29077,Davis,Ethan,21,Marketing Digital,ethan.davis@student.edu
ST24302,Laurent,Harper,30,Intelligence Artificielle,harper.laurent@student.edu
ST26663,Richard,Louise,30,Data Science,louise.richard@student.edu
ST22354,Brown,Hugo,24,Marketing Digital,hugo.brown@student.edu
ST22562,Lefevre,Noah,29,Entrepreneuriat,noah.lefevre@student.edu
ST28252,Simon,Clara,25,Business,clara.simon@student.edu
ST21272,Davis,Sarah,26,Finance,sarah.davis@student.edu
ST24540,Michel,Louise,24,Innovation Technologique,louise.michel@student.edu
ST29643,Martinez,Liam,24,Entrepreneuriat,liam.martinez@student.edu
ST27186,Vincent,Sophia,30,Cybersécurité,sophia.vincent@student.edu
ST28306,Wilson,Amelia,26,Commerce International,amelia.wilson@student.edu
ST29949,Bonnet,Camille,19,Finance,camille.bonnet@student.edu
ST28803,Dubois,Harper,29,Finance,harper.dubois@student.edu
ST21046,Miller,Louise,28,Business,louise.miller@student.edu
ST24615,Moreau,James,32,Finance,james.moreau@student.edu
ST29095,Girard,Isabella,19,Commerce International,isabella.girard@student.edu
ST21033,Morel,Camille,25,Entrepreneuriat,camille.morel@student.edu
ST29231,Jones,Jack,27,Finance,jack.jones@student.edu
ST24454,Faure,James,22,Marketing Digital,james.faure@student.edu
ST25190,Taylor,Abigail,19,Intelligence Artificielle,abigail.taylor@student.edu
ST26873,Davis,James,21,Cybersécurité,james.davis@student.edu
ST24553,Legrand,Emma,21,Business,emma.legrand@student.edu
ST21936,David,Léa,24,Intelligence Artificielle,léa.david@student.edu
ST24316,Martin,James,35,Innovation Technologique,james.martin@student.edu
ST23256,Jones,Benjamin,18,Management International,benjamin.jones@student.edu
ST29938,Garcia,Adam,21,Innovation Technologique,adam.garcia@student.edu
ST21022,Garcia,Sofia,31,Data Science,sofia.garcia@student.edu
ST23370,Moore,Hugo,26,Finance,hugo.moore@student.edu
ST24914,Johnson,Jules,34,Business,jules.johnson@student.edu
ST21773,Martinez,Gabriel,22,Intelligence Artificielle,gabriel.martinez@student.edu
ST23308,Simon,Benjamin,27,Marketing Digital,benjamin.simon@student.edu
ST24439,Anderson,Manon,18,Business,manon.anderson@student.edu
ST26032,Miller,Ethan,35,Finance,ethan.miller@student.edu
ST29264,Miller,Louis,19,Data Science,louis.miller@student.edu
ST21561,Fournier,Sophia,25,Cybersécurité,sophia.fournier@student.edu
ST24489,Thomas,Theodore,21,Business,theodore.thomas@student.edu
ST28892,Laurent,Adam,34,Data Science,adam.laurent@student.edu
ST26167,Garnier,Lucas,21,Cybersécurité,lucas.garnier@student.edu
ST21572,Miller,Elijah,27,Business,elijah.miller@student.edu
ST23435,Fournier,Liam,26,Data Science,liam.fournier@student.edu
ST25899,Dubois,Manon,28,Commerce International,manon.dubois@student.edu
ST20302,Dubois,Oliver,18,Data Science,oliver.dubois@student.edu
ST28798,Mercier,Arthur,23,Finance,arthur.mercier@student.edu
ST22002,Roux,Emma,35,Cybersécurité,emma.roux@student.edu
ST26798,Dubois,Henry,20,Commerce International,henry.dubois@student.edu
ST23193,Faure,Evelyn,34,Finance,evelyn.faure@student.edu
ST28623,Lefevre,Camille,27,Cybersécurité,camille.lefevre@student.edu
ST29803,Laurent,Liam,35,Commerce International,liam.laurent@student.edu
ST25321,Robert,Louise,28,Entrepreneuriat,louise.robert@student.edu
ST26768,Lefebvre,Sophia,33,Management International,sophia.lefebvre@student.edu
ST26602,Legrand,Noah,24,Marketing Digital,noah.legrand@student.edu
ST20101,Miller,Sophia,29,Data Science,sophia.miller@student.edu
ST28753,Williams,Léa,18,Marketing Digital,léa.williams@student.edu
ST20401,Martin,Jules,34,Entrepreneuriat,jules.martin@student.edu
ST24774,Girard,Harper,29,Innovation Technologique,harper.girard@student.edu
ST22354,François,Chloé,25,Business,chloé.françois@student.edu
ST28397,Jones,Adam,25,Data Science,adam.jones@student.edu
ST23149,Lefebvre,Arthur,33,Intelligence Artificielle,arthur.lefebvre@student.edu
ST25914,Mercier,Chloé,21,Intelligence Artificielle,chloé.mercier@student.edu
ST23748,Moreau,Abigail,20,Cybersécurité,abigail.moreau@student.edu
ST21319,Dubois,Sofia,22,Business,sofia.dubois@student.edu
ST20024,Bonnet,Noah,23,Innovation Technologique,noah.bonnet@student.edu
ST23654,Garnier,Charlotte,33,Entrepreneuriat,charlotte.garnier@student.edu
ST29966,Garnier,Arthur,23,Cybersécurité,arthur.garnier@student.edu
ST20685,Andre,Liam,21,Finance,liam.andre@student.edu
ST29992,Dubois,Louise,19,Finance,louise.dubois@student.edu
ST26629,Richard,Theodore,34,Entrepreneuriat,theodore.richard@student.edu
ST24176,Laurent,Ethan,23,Data Science,ethan.laurent@student.edu
ST26876,Martin,Sophia,25,Entrepreneuriat,sophia.martin@student.edu
ST27123,Johnson,Noah,28,Intelligence Artificielle,noah.johnson@student.edu
ST21622,Laurent,Manon,22,Innovation Technologique,manon.laurent@student.edu
ST21460,Michel,Emma,35,Marketing Digital,emma.michel@student.edu
ST25465,Robert,Alice,24,Marketing Digital,alice.robert@student.edu
ST28926,Michel,Emma,25,Cybersécurité,emma.michel@student.edu
ST25839,Laurent,Abigail,23,Management International,abigail.laurent@student.edu
ST26136,Lefebvre,Olivia,20,Entrepreneuriat,olivia.lefebvre@student.edu
ST20000,Vincent,James,34,Innovation Technologique,james.vincent@student.edu
ST24433,Vincent,Nathan,20,Commerce International,nathan.vincent@student.edu
ST22396,Garnier,Gabriel,22,Commerce International,gabriel.garnier@student.edu
ST28548,Bertrand,Sarah,31,Data Science,sarah.bertrand@student.edu
ST25063,Williams,Clara,35,Innovation Technologique,clara.williams@student.edu
ST22732,Robert,James,28,Cybersécurité,james.robert@student.edu
ST29538,Simon,Benjamin,19,Finance,benjamin.simon@student.edu
ST25409,Girard,Olivia,34,Data Science,olivia.girard@student.edu
ST23141,Taylor,Nathan,25,Data Science,nathan.taylor@student.edu
ST21937,Fournier,Louis,34,Data Science,louis.fournier@student.edu
ST20594,Garnier,Elijah,33,Cybersécurité,elijah.garnier@student.edu
ST27871,Williams,Emma,32,Intelligence Artificielle,emma.williams@student.edu
ST26830,Laurent,Arthur,32,Entrepreneuriat,arthur.laurent@student.edu
ST27127,Wilson,Emma,34,Entrepreneuriat,emma.wilson@student.edu
ST28367,Robert,James,26,Entrepreneuriat,james.robert@student.edu
ST23307,Davis,Isabella,35,Management International,isabella.davis@student.edu
ST25738,Andre,Louise,22,Management International,louise.andre@student.edu
ST26975,Brown,Benjamin,30,Entrepreneuriat,benjamin.brown@student.edu
ST25874,Michel,Charlotte,18,Commerce International,charlotte.michel@student.edu
ST25450,Faure,Hugo,23,Entrepreneuriat,hugo.faure@student.edu
ST24482,François,Harper,21,Commerce International,harper.françois@student.edu
ST28020,Martin,Sophia,21,Innovation Technologique,sophia.martin@student.edu
ST27216,Girard,Léo,25,Data Science,léo.girard@student.edu
ST23859,Davis,Abigail,29,Entrepreneuriat,abigail.davis@student.edu
ST20017,Bernard,Jules,30,Innovation Technologique,jules.bernard@student.edu
ST26472,François,Abigail,20,Management International,abigail.françois@student.edu
ST28779,Anderson,Noah,29,Cybersécurité,noah.anderson@student.edu
ST26727,Andre,Amelia,21,Marketing Digital,amelia.andre@student.edu
ST25031,Lefevre,Evelyn,22,Cybersécurité,evelyn.lefevre@student.edu
ST25930,Williams,William,23,Commerce International,william.williams@student.edu
ST26605,Garcia,Adam,18,Finance,adam.garcia@student.edu
ST23313,David,Jack,34,Cybersécurité,jack.david@student.edu
ST20540,Robert,Lucas,18,Business,lucas.robert@student.edu
ST20473,Miller,Alice,34,Cybersécurité,alice.miller@student.edu
ST23472,Mercier,Inès,19,Data Science,inès.mercier@student.edu
ST24916,Martinez,Gabriel,33,Innovation Technologique,gabriel.martinez@student.edu
ST24982,Michel,Isabella,35,Finance,isabella.michel@student.edu
ST25202,Moreau,Alice,34,Finance,alice.moreau@student.edu
ST29876,Wilson,Jack,25,Entrepreneuriat,jack.wilson@student.edu
ST26539,Richard,Hugo,19,Finance,hugo.richard@student.edu
ST23860,Bertrand,Louise,34,Business,louise.bertrand@student.edu
ST23762,Andre,Jack,22,Marketing Digital,jack.andre@student.edu
ST28498,Robert,Arthur,34,Entrepreneuriat,arthur.robert@student.edu
ST29453,Faure,Jules,19,Entrepreneuriat,jules.faure@student.edu
ST23627,Lefevre,Léo,27,Cybersécurité,léo.lefevre@student.edu
ST22247,Anderson,Sofia,25,Intelligence Artificielle,sofia.anderson@student.edu
ST24082,Williams,Louis,32,Marketing Digital,louis.williams@student.edu
ST28497,Roux,Evelyn,28,Management International,evelyn.roux@student.edu
ST29492,Garnier,Olivia,34,Management International,olivia.garnier@student.edu
ST24898,Moore,Louis,34,Data Science,louis.moore@student.edu
ST21144,François,Léo,26,Business,léo.françois@student.edu
